date,year,quarter,month,day,y_d_1,y_d_2,y_d_3,y_d_4,y_d_5,y_d_6,y_q_1,Xi_qd,W_qd_c,W_qd_p,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q,ind_sample
1992-01-21,1992,1,1,21,-0.000470465603570001,-0.000411412903893097,0.000549968743611377,-0.000487436805602659,-3.26157044925922e-05,7.39674348087924e-05,NaN,1,0.78021978021978,0.21978021978022,0,0,0,0,1
1992-01-22,1992,1,1,22,-0.00046930059679427,-0.000386810805146928,0.000691448328817118,-0.000486706282452498,-0.000110339223573183,7.40309495311494e-05,NaN,1,0.769230769230769,0.230769230769231,0,0,0,0,1
1992-01-23,1992,1,1,23,-0.000476902336937443,-0.000399495239102945,0.000669230526716415,-0.000499982062045603,-0.000100824895842474,7.14892446985059e-05,NaN,1,0.758241758241758,0.241758241758242,0,0,0,0,1
1992-01-24,1992,1,1,24,-0.000445734390571492,-0.000436191771071199,0.000532815649759098,-0.000455304464440762,-0.000113178543364793,3.96255734951954e-05,NaN,1,0.747252747252747,0.252747252747253,0,0,0,0,1
1992-01-25,1992,1,1,25,-0.00041187793261961,-0.000455572084678191,0.000526433330303796,-0.000452818477326875,-0.000192178637128583,4.51334780223172e-05,NaN,1,0.736263736263736,0.263736263736264,0,0,0,0,1
1992-01-26,1992,1,1,26,-0.00020755645875695,-0.000393666912292307,0.00053475238090975,-0.000437409558782596,-0.000212815833733165,4.18773196140904e-05,NaN,1,0.725274725274725,0.274725274725275,0,0,0,0,1
1992-01-27,1992,1,1,27,-0.000143535387261247,-0.00046720152274844,0.000634917581381891,-0.000479468375984518,-0.000271090368363929,2.80160307758499e-05,NaN,1,0.714285714285714,0.285714285714286,0,0,0,0,1
1992-01-28,1992,1,1,28,-6.53377323961877e-05,-0.000432191454900105,0.000534865043665656,-0.000510128241879532,-0.000373995724411737,2.82868045806655e-05,NaN,1,0.703296703296703,0.296703296703297,0,0,0,0,1
1992-01-29,1992,1,1,29,-6.73210470507099e-05,-0.000509541338262252,0.000600791053364967,-0.000499970954848315,-0.000396987549555389,2.61402005088892e-05,NaN,1,0.692307692307692,0.307692307692308,0,0,0,0,1
1992-01-30,1992,1,1,30,-5.00614780580902e-05,-0.00066337651889774,0.000611764906901695,-0.000540279114845369,-0.000398118335221098,2.65879502384142e-05,NaN,1,0.681318681318681,0.318681318681319,0,0,0,0,1
1992-01-31,1992,1,1,31,-1.49102651305821e-05,-0.000612540442049911,0.000687849678042225,-0.00044155312480749,-0.000399148346026322,3.91417329947977e-05,NaN,1,0.67032967032967,0.32967032967033,0,0,0,0,1
1992-02-01,1992,1,2,1,-7.963133107388e-06,-0.000630191051845879,0.00069261310771292,-0.000474136928789404,-0.00039539628809368,4.91019229535962e-05,NaN,1,0.659340659340659,0.340659340659341,0,0,0,0,1
1992-02-02,1992,1,2,2,5.47125009320911e-05,-0.000628646581668235,0.000712680924912514,-0.000422407823654582,-0.00037015026421254,4.89942265641859e-05,NaN,1,0.648351648351648,0.351648351648352,0,0,0,0,1
1992-02-03,1992,1,2,3,-8.39215277269084e-07,-0.000678574038134714,0.000676288232545041,-0.00044579763163434,-0.000425185738231495,4.02187727475948e-05,NaN,1,0.637362637362637,0.362637362637363,0,0,0,0,1
1992-02-04,1992,1,2,4,4.91574350409724e-06,-0.000789884626106644,0.00046896631671135,-0.000480115888026967,-0.000343649910958765,2.41360356698074e-05,NaN,1,0.626373626373626,0.373626373626374,0,0,0,0,1
1992-02-05,1992,1,2,5,-5.31054874566318e-06,-0.000920087771863869,0.000378596779483615,-0.00051900551770751,-0.000349983915013056,3.04002571369079e-05,NaN,1,0.615384615384615,0.384615384615385,0,0,0,0,1
1992-02-06,1992,1,2,6,5.64724179168835e-06,-0.00101405923426345,1.81551388672577e-05,-0.000502285648500724,-0.000354125807194878,2.98838015694376e-05,NaN,1,0.604395604395604,0.395604395604396,0,0,0,0,1
1992-02-07,1992,1,2,7,5.58845592564072e-07,-0.00100099555780024,-2.8917738649189e-05,-0.000524155579592702,-0.000354104786266742,-7.67879094674756e-05,NaN,1,0.593406593406593,0.406593406593407,0,0,0,0,1
1992-02-08,1992,1,2,8,6.10189285747589e-06,-0.000983983964172612,-3.84649719846202e-05,-0.000478926945880451,-0.000355950995612052,-7.69913519645929e-05,NaN,1,0.582417582417582,0.417582417582418,0,0,0,0,1
1992-02-09,1992,1,2,9,-2.79633458467103e-05,-0.000934307112652989,-0.000371234609248021,-0.000409343971259879,-0.000341091858120387,-6.74021071650167e-05,NaN,1,0.571428571428571,0.428571428571429,0,0,0,0,1
1992-02-10,1992,1,2,10,-5.76266236611467e-05,-0.000942837736894966,-0.000368796038631828,-0.000446693832139927,-0.00034521786422374,-7.42250135156361e-05,NaN,1,0.56043956043956,0.43956043956044,0,0,0,0,1
1992-02-11,1992,1,2,11,8.63670940701058e-06,-0.00102338794240102,-0.000370599557442034,-0.00045177045361613,-0.000363101694778025,-8.00829149077968e-05,NaN,1,0.549450549450549,0.450549450549451,0,0,0,0,1
1992-02-12,1992,1,2,12,-1.94387327790653e-05,-0.00113669847023242,-0.00037531464225495,-0.000497888714268085,-0.000367654484390311,-8.45847848258487e-05,NaN,1,0.538461538461538,0.461538461538462,0,0,0,0,1
1992-02-13,1992,1,2,13,-1.84406883201461e-05,-0.00111523452260715,-0.000356676493503759,-0.000487621433268762,-0.00036470260377089,-8.57383297322306e-05,NaN,1,0.527472527472527,0.472527472527473,0,0,0,0,1
1992-02-14,1992,1,2,14,-5.18583422383196e-05,-0.000979265820798251,-0.000223330278375603,-0.000583539645073522,-0.000386003243784891,-9.01241729665958e-05,NaN,1,0.516483516483517,0.483516483516484,0,0,0,0,1
1992-02-15,1992,1,2,15,-6.02116684938323e-05,-0.000976996627132376,-0.000222384817269873,-0.000575400225702682,-0.000374738884370976,-0.000119036355731056,NaN,1,0.505494505494505,0.494505494505495,0,0,0,0,1
1992-02-16,1992,1,2,16,-8.36663527758359e-05,-0.00108179199579019,-0.000520734322001432,-0.00057505366795374,-0.000386408319021099,-0.000112796046813498,NaN,1,0.494505494505495,0.505494505494505,0,0,0,0,1
1992-02-17,1992,1,2,17,-5.62702124160441e-05,-0.00101104851896501,-0.000826011370997063,-0.000480426032120089,-0.000382744999784624,-0.000111526422639417,NaN,1,0.483516483516484,0.516483516483517,0,0,0,0,1
1992-02-18,1992,1,2,18,-4.30287774509555e-05,-0.00102324520926302,-0.000822933524508659,-0.000494893633759295,-0.000315764936940852,-8.57744750300944e-05,NaN,1,0.472527472527473,0.527472527472527,0,0,0,0,1
1992-02-19,1992,1,2,19,-8.9175078465204e-05,-0.000899708458971252,-0.00074103107926088,-0.000598131907132087,-0.000287244828357953,-0.000171398096417076,NaN,1,0.461538461538462,0.538461538461538,0,0,0,0,1
1992-02-20,1992,1,2,20,-9.09430361250211e-05,-0.00104473440524707,-0.000658138612379974,-0.00050150149782992,-0.000328557616890796,-0.000167269496452475,NaN,1,0.450549450549451,0.549450549450549,0,0,0,0,1
1992-02-21,1992,1,2,21,-7.85806024411145e-05,-0.000938799207207884,-0.000463446725132228,-0.000431584741073246,-0.000302281908517502,-0.000156336327140026,NaN,1,0.43956043956044,0.56043956043956,0,0,0,0,1
1992-02-22,1992,1,2,22,-8.40923233235236e-05,-0.00104260003620607,-0.000475179268790756,-0.00022594359727756,-0.000335427984694432,-0.000165303678286672,NaN,1,0.428571428571429,0.571428571428571,0,0,0,0,1
1992-02-23,1992,1,2,23,2.47648694471573e-06,-0.000853858980326017,-0.000468637839515962,-0.00017690545456246,-0.000205058739218904,-9.81758312078965e-05,NaN,1,0.417582417582418,0.582417582417582,0,0,0,0,1
1992-02-24,1992,1,2,24,3.12643406146071e-06,-0.000813775818406652,-0.000418446710517178,-9.3572445058441e-05,-0.000171258671124901,-0.000105124790398609,NaN,1,0.406593406593407,0.593406593406593,0,0,0,0,1
1992-02-25,1992,1,2,25,4.42971824189719e-07,-0.000749291488943689,-0.000201198987591139,-3.41900466943117e-05,-0.000248085439759111,-0.000122123209715802,NaN,1,0.395604395604396,0.604395604395604,0,0,0,0,1
1992-02-26,1992,1,2,26,4.95361621576557e-05,-0.000771257746125925,-0.00032974652548418,0.000139404160160789,-0.00023992444704573,-0.000124553470023825,NaN,1,0.384615384615385,0.615384615384615,0,0,0,0,1
1992-02-27,1992,1,2,27,7.32128147732907e-05,-0.00085088569252251,-0.000295330410485351,6.75285620432892e-05,-0.000151151052737042,-0.00013206283943334,NaN,1,0.373626373626374,0.626373626373626,0,0,0,0,1
1992-02-28,1992,1,2,28,6.06606979640733e-05,-0.00103760340279617,-0.000240725944786833,-1.09794008045319e-06,-0.000153163075527652,-0.000140568569169048,NaN,1,0.362637362637363,0.637362637362637,0,0,0,0,1
1992-02-29,1992,1,2,29,3.94283370223548e-05,-0.000982703395847309,-0.000222152340349016,-0.000254050048338283,-0.000155819545300489,-0.000126325886217834,NaN,1,0.351648351648352,0.648351648351648,0,0,0,0,1
1992-03-01,1992,1,3,1,4.17368191739909e-05,-0.000828285122702719,-0.000221975137572148,-0.000193252126526985,-0.000172284365023762,-0.000126680921497936,NaN,1,0.340659340659341,0.659340659340659,0,0,0,0,1
1992-03-02,1992,1,3,2,6.69848449123535e-05,-0.000782868392125022,-0.000207490620951685,-0.000156207989316105,-0.000170165890034339,-0.000116187323391616,NaN,1,0.32967032967033,0.67032967032967,0,0,0,0,1
1992-03-03,1992,1,3,3,6.78082259302018e-05,-0.000807177986433399,-0.000137218677082875,0.00015329716305987,-0.000162812954008585,-4.27850897530713e-06,NaN,1,0.318681318681319,0.681318681318681,0,0,0,0,1
1992-03-04,1992,1,3,4,0.00017598946120461,-0.000596634472731106,-0.000108954558927875,4.01424538696322e-05,-0.000149464626112379,-5.48269869866133e-06,NaN,1,0.307692307692308,0.692307692307692,0,0,0,0,1
1992-03-05,1992,1,3,5,0.0001933998799142,-0.000595654366946369,-7.41370673141416e-05,6.4082353091303e-05,-0.000118882462442719,2.07519260494285e-05,NaN,1,0.296703296703297,0.703296703296703,0,0,0,0,1
1992-03-06,1992,1,3,6,0.000197489918953172,-0.000519986659893543,-2.23981387065236e-05,0.00014022723006159,-0.000104371366650329,2.26914176772602e-05,NaN,1,0.285714285714286,0.714285714285714,0,0,0,0,1
1992-03-07,1992,1,3,7,0.000245852783016362,-0.000558048877531685,-0.000126626409253991,0.000142131508025414,6.74242162210359e-05,3.96677043182535e-05,NaN,1,0.274725274725275,0.725274725274725,0,0,0,0,1
1992-03-08,1992,1,3,8,0.000262254964045156,-0.000470236782673739,-0.000142902752721303,0.000218827587575192,-1.85453105592218e-05,6.35446311712052e-05,NaN,1,0.263736263736264,0.736263736263736,0,0,0,0,1
1992-03-09,1992,1,3,9,0.000314603111069356,-0.000523555431270601,-0.000267624683386691,0.000200448490283693,-2.01307410112418e-05,4.9951308260176e-05,NaN,1,0.252747252747253,0.747252747252747,0,0,0,0,1
1992-03-10,1992,1,3,10,0.000323235829210365,-0.000599888269665207,-0.000355012897063403,8.36228733889944e-05,-5.45401434477104e-06,4.85254795165093e-05,NaN,1,0.241758241758242,0.758241758241758,0,0,0,0,1
1992-03-11,1992,1,3,11,0.000338590283774332,-0.000664941642983421,-0.000356102595480098,0.000111075592913438,2.44774321645735e-05,5.43298774581806e-05,NaN,1,0.230769230769231,0.769230769230769,0,0,0,0,1
1992-03-12,1992,1,3,12,0.000346603168414807,-0.000705540077369785,-0.000356721912710691,0.000101182531489745,1.21527992759809e-05,3.80768968330697e-05,NaN,1,0.21978021978022,0.78021978021978,0,0,0,0,1
1992-03-13,1992,1,3,13,0.000351324265403455,-0.000651805926517289,-0.000358134291253098,0.00014588783244411,-6.96194617729492e-07,5.54906146922803e-05,NaN,1,0.208791208791209,0.791208791208791,0,0,0,0,1
1992-03-14,1992,1,3,14,0.000298288157835296,-0.000508514618688136,-0.000352852238188663,0.000362533629603907,4.14913924808762e-06,7.74664884287631e-05,NaN,1,0.197802197802198,0.802197802197802,0,0,0,0,1
1992-03-15,1992,1,3,15,0.000303395328193569,-0.000440757599086067,-0.000633215997201092,0.000475752701531035,-4.09964547581653e-05,7.88423895651687e-05,NaN,1,0.186813186813187,0.813186813186813,0,0,0,0,1
1992-03-16,1992,1,3,16,0.000300643311745872,-0.000439691048282908,-0.000528258240296399,0.00046485812632095,-3.65743342659702e-05,0.000112994363840116,NaN,1,0.175824175824176,0.824175824175824,0,0,0,0,1
1992-03-17,1992,1,3,17,0.000366470477530779,-0.000424251919394736,-0.000517931213185519,0.000575820156026639,-4.10053984235546e-05,0.000116934000790716,NaN,1,0.164835164835165,0.835164835164835,0,0,0,0,1
1992-03-18,1992,1,3,18,0.00033353684896314,-0.000435331458779977,-0.000518085361824186,0.000511918090382439,-8.88776508552772e-05,0.000105336657890884,NaN,1,0.153846153846154,0.846153846153846,0,0,0,0,1
1992-03-19,1992,1,3,19,0.000303160974116377,-0.000375235768570228,-0.000485075807032428,0.000397007587209985,-7.63016318520465e-05,0.000103261540354535,NaN,1,0.142857142857143,0.857142857142857,0,0,0,0,1
1992-03-20,1992,1,3,20,0.00024345344031345,-0.000289557641392829,-0.000515927408264059,0.000417570936382301,-0.000109167558483521,4.47418908826298e-05,NaN,1,0.131868131868132,0.868131868131868,0,0,0,0,1
1992-03-21,1992,1,3,21,0.000240593690879783,-0.000276856430943021,-0.0006248981913475,0.000364045310732811,-0.00010867355961445,4.39720071671863e-05,NaN,1,0.120879120879121,0.879120879120879,0,0,0,0,1
1992-03-22,1992,1,3,22,0.000241521076991137,-0.00028764955003616,-0.000628683523134994,0.000411392381351028,-0.000101441037941613,4.44694632725561e-05,NaN,1,0.10989010989011,0.89010989010989,0,0,0,0,1
1992-03-23,1992,1,3,23,0.000242573896636704,-0.000356971987806356,-0.000554039435890259,0.000362466138311972,-0.000142295240516808,1.81360032245621e-05,NaN,1,0.0989010989010989,0.901098901098901,0,0,0,0,1
1992-03-24,1992,1,3,24,0.00017390754573794,-0.000329887933544859,-0.000431750147439677,0.000316592330976341,-0.00013070879815803,1.47154941986495e-05,NaN,1,0.0879120879120879,0.912087912087912,0,0,0,0,1
1992-03-25,1992,1,3,25,0.000156628014122288,-0.000337479010648234,-0.000413357496588743,0.000289630076317289,-0.000119342792480491,-5.38433109708375e-05,NaN,1,0.0769230769230769,0.923076923076923,0,0,0,0,1
1992-03-26,1992,1,3,26,1.80563778278159e-05,-0.000385764436567168,-0.000426794305509543,0.00028708763658681,-5.95434913964634e-05,-5.26503198181245e-05,NaN,1,0.0659340659340659,0.934065934065934,0,0,0,0,1
1992-03-27,1992,1,3,27,-6.23657609844538e-05,-0.000293105632236096,-0.000676986140860393,0.00018998087745265,1.79831861556105e-05,-2.91191115681415e-05,NaN,1,0.0549450549450549,0.945054945054945,0,0,0,0,1
1992-03-28,1992,1,3,28,-0.000135356716873028,-0.000235443482894447,-0.000290540257295773,0.000279694054692778,3.26136437930031e-05,-2.6469228459305e-05,NaN,1,0.043956043956044,0.956043956043956,0,0,0,0,1
1992-03-29,1992,1,3,29,-0.000125567477274354,-0.000177369575334447,0.000204048690024731,0.00031554121037588,4.1949382621479e-05,-2.54877491865404e-05,NaN,1,0.032967032967033,0.967032967032967,0,0,0,0,1
1992-03-30,1992,1,3,30,-0.000145510357599314,-6.6296736014258e-05,0.000202601244518476,0.000349053885441823,5.56585551503165e-05,3.20225313475602e-05,NaN,1,0.021978021978022,0.978021978021978,0,0,0,0,1
1992-03-31,1992,1,3,31,-0.000105665361650127,-0.000289823327458458,0.000202772361068754,0.000358028961206638,4.58689157424786e-05,2.36199662592711e-05,7.22398423029951,1,0.010989010989011,0.989010989010989,0,0,0,0,1
1992-04-01,1992,2,4,1,-9.22068813629643e-05,-0.000321420309510388,0.000388874560014413,0.000469654857231187,4.74543710159137e-05,1.82861276796076e-05,NaN,0,1,0,0,0,0,0,1
1992-04-02,1992,2,4,2,-0.000146950560267136,-0.000320783636934136,0.000385615680436906,0.000456238657931245,2.87778019346518e-05,2.95928689227159e-05,NaN,1,0.989010989010989,0.010989010989011,0,0,0,0,1
1992-04-03,1992,2,4,3,-0.000143511036152831,-0.000280746152568696,0.000462130232154773,0.000434735567475033,2.92323915354287e-05,2.82826860059369e-05,NaN,1,0.978021978021978,0.021978021978022,0,0,0,0,1
1992-04-04,1992,2,4,4,-0.000141259489235599,-0.00026914576259128,0.000566269312481504,0.000561886667743956,-4.04231948624945e-05,3.02866500595329e-05,NaN,1,0.967032967032967,0.032967032967033,0,0,0,0,1
1992-04-05,1992,2,4,5,-0.000133861017781251,-2.52992390983187e-05,0.00063151445317819,0.000597687318140452,-4.03386272465027e-05,3.13703877660594e-05,NaN,1,0.956043956043956,0.043956043956044,0,0,0,0,1
1992-04-06,1992,2,4,6,-0.000176797081422478,1.52022064387501e-05,0.000616701656681094,0.000737646719638734,-1.83688872479147e-05,2.89142840165694e-05,NaN,1,0.945054945054945,0.0549450549450549,0,0,0,0,1
1992-04-07,1992,2,4,7,-0.000177924836666676,-2.63090094326032e-05,0.000513642889512201,0.000870143937364105,-2.63211701736729e-05,0.00014649640567669,NaN,1,0.934065934065934,0.0659340659340659,0,0,0,0,1
1992-04-08,1992,2,4,8,-0.000210376307416934,-8.6983973927101e-05,0.000481057976053567,0.000829142328230797,-2.28790994316355e-05,0.000152153352584563,NaN,1,0.923076923076923,0.0769230769230769,0,0,0,0,1
1992-04-09,1992,2,4,9,-0.000144542862004498,-9.31199692192495e-05,0.000699319914964565,0.000766461114882942,-2.51869490609848e-05,0.000142245779020371,NaN,1,0.912087912087912,0.0879120879120879,0,0,0,0,1
1992-04-10,1992,2,4,10,-0.000129985340243165,-0.000169249023810562,0.000785564802056002,0.000758335946148293,-2.09275436443845e-05,0.000121305882211261,NaN,1,0.901098901098901,0.0989010989010989,0,0,0,0,1
1992-04-11,1992,2,4,11,-0.000121372266452526,-3.67612392184209e-05,0.000785694270095709,0.000652861183837682,4.27736602957385e-06,0.000135780118879118,NaN,1,0.89010989010989,0.10989010989011,0,0,0,0,1
1992-04-12,1992,2,4,12,-0.000155370160650775,2.07361716105438e-05,0.000787436691963021,0.0006664784096153,3.45629761354946e-06,0.000137698647949392,NaN,1,0.879120879120879,0.120879120879121,0,0,0,0,1
1992-04-13,1992,2,4,13,-0.000198934099214555,3.75696554961783e-05,0.000710906734866871,0.000640024686594925,-6.01820442297789e-06,0.000137749948255557,NaN,1,0.868131868131868,0.131868131868132,0,0,0,0,1
1992-04-14,1992,2,4,14,-0.000156390288185715,-4.60347103320999e-05,0.000585572986180154,0.000705541369224858,-1.27872656170702e-06,9.30158633344729e-05,NaN,1,0.857142857142857,0.142857142857143,0,0,0,0,1
1992-04-15,1992,2,4,15,-0.0001593376070394,-3.8463081352294e-05,0.000587584457234254,0.000678702129997523,8.28208906705331e-05,9.2191375764568e-05,NaN,1,0.846153846153846,0.153846153846154,0,0,0,0,1
1992-04-16,1992,2,4,16,-0.000124676545975116,4.7644085635346e-05,0.000589992145685103,0.000679491167385289,8.34364392234182e-05,8.18217365090721e-05,NaN,1,0.835164835164835,0.164835164835165,0,0,0,0,1
1992-04-17,1992,2,4,17,-4.34884743093583e-05,1.11786881640563e-05,0.000916924419281327,0.000685216075805352,0.000105340716150079,7.67054876796682e-05,NaN,1,0.824175824175824,0.175824175824176,0,0,0,0,1
1992-04-18,1992,2,4,18,6.48145831263732e-06,0.000102541746192508,0.00120717222786508,0.000742940676734112,0.000118633687034003,8.03601301417013e-05,NaN,1,0.813186813186813,0.186813186813187,0,0,0,0,1
1992-04-19,1992,2,4,19,6.40571011576595e-05,0.000262725692041252,0.00112325965691455,0.0007935703062484,0.000122009618495988,8.78746186160713e-05,NaN,1,0.802197802197802,0.197802197802198,0,0,0,0,1
1992-04-20,1992,2,4,20,6.57724669280232e-05,0.000388574195694432,0.00102835753347267,0.000771742584527848,0.000130295120003613,8.17537108733998e-05,NaN,1,0.791208791208791,0.208791208791209,0,0,0,0,1
1992-04-21,1992,2,4,21,6.62200237268359e-05,0.00041667806099736,0.000839753550668797,0.000735283943557866,0.00012347769447757,7.0598392049103e-05,NaN,1,0.78021978021978,0.21978021978022,0,0,0,0,1
1992-04-22,1992,2,4,22,5.94242102349176e-05,0.000357985104600153,0.000836744768870292,0.000452744504312717,0.00010773494051534,5.60567730107626e-05,NaN,1,0.769230769230769,0.230769230769231,0,0,0,0,1
1992-04-23,1992,2,4,23,-4.51242483157573e-05,0.000293451148668828,0.000858286729735658,0.00035852940649384,2.39882068846242e-06,6.41330343383679e-07,NaN,1,0.758241758241758,0.241758241758242,0,0,0,0,1
1992-04-24,1992,2,4,24,-2.81492866790923e-05,0.000230892353008783,0.000812437759316121,0.000455313725510854,-2.59069081514259e-05,1.26094441243219e-05,NaN,1,0.747252747252747,0.252747252747253,0,0,0,0,1
1992-04-25,1992,2,4,25,-5.76408594772473e-05,0.00023950442638035,0.000573547929247748,0.00043604778840652,-3.89346563566164e-05,8.05497311592884e-07,NaN,1,0.736263736263736,0.263736263736264,0,0,0,0,1
1992-04-26,1992,2,4,26,5.22568350437479e-05,0.000273254532382532,0.000325327076400767,0.000481348591090417,-3.69749185455534e-05,1.95640792155136e-06,NaN,1,0.725274725274725,0.274725274725275,0,0,0,0,1
1992-04-27,1992,2,4,27,2.70521814992131e-05,0.000237780392582016,0.000321634949212795,0.00048641968341843,-0.000106140554282107,6.11863090807556e-06,NaN,1,0.714285714285714,0.285714285714286,0,0,0,0,1
1992-04-28,1992,2,4,28,-1.34428652458739e-06,0.000361813647412907,0.000147504501359069,0.000462212976091788,-0.000112812894314255,6.39736224417969e-05,NaN,1,0.703296703296703,0.296703296703297,0,0,0,0,1
1992-04-29,1992,2,4,29,3.13986498494983e-05,0.000363963989824087,8.77936576272529e-05,0.000491473242347564,-0.000115758116568348,5.00067986562957e-05,NaN,1,0.692307692307692,0.307692307692308,0,0,0,0,1
1992-04-30,1992,2,4,30,5.5175782166445e-05,0.000383936065501381,9.24615889822894e-05,0.000493500407037205,-0.000116665917185492,4.31766514203087e-05,NaN,1,0.681318681318681,0.318681318681319,0,0,0,0,1
1992-05-01,1992,2,5,1,0.000109551624618469,0.000344057647883317,0.000296669637121965,0.000523221584086784,-0.00011931765839897,4.42497630873685e-05,NaN,1,0.67032967032967,0.32967032967033,0,0,0,0,1
1992-05-02,1992,2,5,2,0.000116361293768979,0.000446509761729506,0.000261589856824695,0.000508040303769238,-0.000122959625200216,2.03252612890702e-05,NaN,1,0.659340659340659,0.340659340659341,0,0,0,0,1
1992-05-03,1992,2,5,3,9.44881510397374e-05,0.000351967449281815,0.00028891430866951,0.000473259403623942,-0.000132043059574276,4.61659816767427e-05,NaN,1,0.648351648351648,0.351648351648352,0,0,0,0,1
1992-05-04,1992,2,5,4,9.10387209312516e-05,0.000400075111140073,0.000255957498626679,0.000571025749742253,-0.000144139889188184,2.32411291211742e-05,NaN,1,0.637362637362637,0.362637362637363,0,0,0,0,1
1992-05-05,1992,2,5,5,9.20925364446764e-05,0.000379329043002032,0.000206567171209989,0.000487918482410996,-0.000192521046449307,1.88089980515778e-05,NaN,1,0.626373626373626,0.373626373626374,0,0,0,0,1
