date,year,month,financial_1,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-11-30,1992,11,3.65402059597111,2.05703455656279,-1.53652190640559,-0.180018050414787,0.972454989199534,0.752423419628911,-0.60150557297618,0.268096675325769,0.258398076592492,0.125549294583216,-1.49520251896682,1.76706860115772,NaN,0,0,0,0
1992-12-31,1992,12,-0.433912301743078,7.02971627896316,-1.69164736667007,10.2654154060083,2.23294763980881,15.437424378511,1.34833503372871,0,0.128949082987173,0,-0.963266014356989,6.51346821223004,-0.18730976694421,0,0,0,0
1993-01-31,1993,1,2.28831364268789,-6.71697169254362,-1.05541876786903,-5.57247218381001,-1.75024356497726,-12.244672716859,-5.0353886145615,1.46182005095543,1.40757282341841,-0.125549294583216,-1.35734517013821,-6.34531664860081,NaN,0,0,0,0
1993-02-28,1993,2,6.51601226009078,0,-1.46963232901971,-3.67709941036338,-2.93180607566113,-7.22237396820695,-0.156617103274481,0.52631700442749,0.506971935025113,0.250941160542606,-2.56970414519646,-0.46472884765123,NaN,0,0,0,0
1993-03-31,1993,3,-0.189466046517239,3.6033028139645,0,3.96322263846667,-2.17218231468355,4.96127602240755,-0.156862777262656,0.131147559781031,0.252525386719427,0,-0.547986085390217,3.70132159743601,-3.90660280015744,0,0,0,0
1993-04-30,1993,4,-3.02777405998427,-0.301659353942618,-0.81081525284219,-1.67102707060209,0.337268447863881,2.3421633915536,0,0.522877008279909,0.503145715536668,-0.250941160542606,-0.740206572710367,-0.448492427383584,NaN,0,0,0,0
1993-05-31,1993,5,0.0233558906110432,0.527308189815834,0,-2.05466576497386,2.16494716968532,0.000206911647282482,-1.58231149392423,0,0.12539186595939,0,-0.951412328864532,0.339527997675937,NaN,0,0,0,0
1993-06-30,1993,6,4.43083241989832,-1.28546193505557,-0.680737822802513,0.355240160436754,-1.49380371088661,0.73542495545027,-0.319489089651892,0.52015721960732,0.375234961855053,0,-1.3026607121323,-1.25462277506827,0.141869127218897,0,0,0,0
1993-07-31,1993,7,6.9346671532708,-1.61108202726989,-2.34979712673047,4.73256227033563,1.16377040802096,0.0130857609267565,-0.803217169726445,0.12961764614472,0.249376687840197,0.125549294583216,-0.492906151053152,-1.33437426142695,NaN,0,0,0,0
1993-08-31,1993,8,5.79717610646,4.1656912700395,4.37826424388099,-0.962907468242769,-0.497101272202016,0.152700958125607,3.17486983145798,0.258732356495095,0.372902855986723,0,1.09453458586337,3.54051076747055,NaN,0,0,0,0
1993-09-30,1993,9,-1.12699814612229,-1.34430702564527,-0.53691404150582,-2.82847138385813,3.90929257912767,0.459665575398205,-0.469852078155419,0,0.123992576332022,-0.377121754307908,-1.54474919790326,-1.17470234095869,3.01461624729527,0,0,0,0
1993-10-31,1993,10,7.78968882637505,1.19582889888736,0,9.22183280955728,-1.12450984155021,1.19948014127651,-0.629923342798655,0.386847677792002,0.247524878854311,0,-0.112871075604737,1.12484774914918,NaN,0,0,0,0
1993-11-30,1993,11,-0.585739953269115,-7.00016586387884,-0.946592598888252,-0.374432103679911,0,-1.82372941313567,-0.475060275859818,0.128617381074481,0.123533060799286,0.125865340719589,-1.15100468038163,-7.0488515906419,NaN,0,0,0,0
1993-12-31,1993,12,9.40154531648059,2.67311513733031,1.2154099650683,-1.83888361732132,3.6483031005365,0.795413250854082,2.50796843970233,0,0,0.125707119005103,0.554438818235869,2.75168716566174,-0.8455669619714,0,0,0,0
1994-01-31,1994,1,-2.81904861287643,10.4506776617263,-0.268817366180052,9.57070839571834,-4.78560211776351,7.18996229631692,-2.34936412413882,0.640617181241154,0.369686188132601,0.125549294583216,-0.905396682092618,10.1704093222665,NaN,0,0,0,0
1994-02-28,1994,2,-4.16090908177171,-8.07417639760342,1.33691830821343,-8.80942141284615,3.21571116345316,0.338726566615222,1.10324208035761,0.127632435960479,0.24570036930518,0.12539186595939,-0.513391419181453,-8.95450150172028,NaN,0,0,0,0
1994-03-31,1994,3,1.86716559208771,12.3155781958774,-0.399202126953746,1.93139050825275,3.26877351295733,0.702945560998103,0.625002034517141,0.254777207879808,0.245098161914026,0.125234831646548,-0.431134704308533,12.1620817640265,5.2789087335281,0,0,0,0
1994-04-30,1994,4,4.9894490384391,-4.80201994493381,1.06101791120157,0.635595360069807,-0.460476638674834,-0.173289030616175,0.930239266231325,0.254129742867271,0.244498899306667,-0.125234831646548,0.730294978051305,-4.93215844024792,NaN,0,0,0,0
1994-05-31,1994,5,-5.24830480430527,-0.705221540532452,-0.264200946283832,-0.423281055262059,-1.39429059690128,-0.409726492456031,0,0.126823098799544,0.122025640522949,0.125234831646548,-1.3339185412363,-1.2186916525998,NaN,0,0,0,0
1994-06-30,1994,6,-5.60439032906226,1.19593405694252,0.527705710084359,-2.90499179593269,2.76940775818373,0.992089857958689,0.46189458562953,0.253164692177954,0.365186041877053,0,-0.124271860653469,0.777854281307988,1.48234101318998,0,0,0,0
1994-07-31,1994,7,6.29676978431251,-1.55041865359644,-0.395517984292759,-1.81773112835426,-0.608829886725459,-0.437265467951065,0.459770924862912,0.252525386719427,0.242718565761102,0,-0.506448548304128,-1.76945717060892,NaN,0,0,0,0
1994-08-31,1994,8,2.51890447020209,2.38607811269063,0.132013220492233,2.57901811122645,-0.92025189311622,-0.641244370621408,-0.767463475310848,0.377596420953452,0.242130868901036,0.125078190165251,-0.195472911062566,2.01009427483356,NaN,0,0,0,0
1994-09-30,1994,9,-9.73784013647938,-0.48661896511728,1.44075838632727,-1.30863372428944,4.3714571236305,2.16091667444474,3.33364202675916,0,0.120845936156844,-0.125078190165251,0.117329592246662,-0.757192062739342,3.17772668906038,0,0,0,0
1994-10-31,1994,10,2.9176172652746,3.6268087199316,1.80417264851593,3.08049215935622,0.881062968215574,2.15961861310348,1.62605208717803,0,0,0.250000130208505,0.273234878606043,3.08802074970647,NaN,0,0,0,0
1994-11-30,1994,11,-0.208798087360229,3.04457665341635,0.509555242659943,6.54029691084155,0.437637459979889,2.04530634113773,1.16619397478432,0.125549294583216,0.120700075003555,0.498133035020398,-0.688417019006327,2.76547244169798,NaN,0,0,0,0
1994-12-31,1994,12,1.93661956284021,-3.11180354670464,0,-1.76016613691612,3.85486701172351,4.12701026538471,1.00938131692185,0,0.120554565534903,0.248139085138543,0.422999220724751,-3.4750170233302,4.42497527360075,0,0,0,0
1995-01-31,1995,1,-3.5270150646145,-12.292400184829,-1.92436983926267,1.00959969114767,-7.41079721537226,-6.6027473843846,-2.46926125903713,0.12539186595939,0.120409406480437,0.371057939653596,-0.595846529628741,-12.3173255772414,NaN,0,0,0,0
1995-02-28,1995,2,3.54322764193755,15.8594890708251,1.41481459660273,-6.00283656596856,1.79377006866677,6.66699752759143,2.03791623366518,0.375234961855053,0.240384731139454,0.369686188132601,-0.551964814077088,15.7201884153469,NaN,0,0,0,0
1995-03-31,1995,3,-9.13573586504048,-5.05763138689481,-1.02696666374564,-3.47294805210971,0.148038517043414,-1.91751109613421,-0.57803629154991,0.124766079815508,0.239808268401287,0.24570036930518,-1.10515933022448,-4.9549294313092,-1.545456467964,0,0,0,0
1995-04-30,1995,4,5.25264215167605,0.204568772329328,0.386349482504489,0.110375287143771,-1.4903405502575,-5.12164280133369,-0.435730536895562,0,-0.119832249210905,-0.122774723832197,0.303345007895661,-0.125825119707201,NaN,0,0,0,0
1995-05-31,1995,5,3.98313912527719,-1.02705456041781,0.640617181241154,-3.42249392585146,2.08031276297636,-0.76961307325405,1.01376682844547,0.249066131245179,0.35906681307285,0,0.246785939046745,-1.30279932401081,NaN,0,0,0,0
1995-06-30,1995,6,-0.520886261059239,-1.45583160496923,-1.15608224010764,0.682596507039968,-3.59320092260633,-0.0737479858191392,0,0.124300823959711,0.119402999260743,0.122774723832197,-0.646115596768837,-1.50960632642114,3.89760618373423,0,0,0,0
1995-07-31,1995,7,6.19325433551525,0.418119076040124,-0.258732356495095,1.96469973837967,3.15104839681855,-1.86191095341321,-2.03791623366518,0,0.119260598512394,-0.24570036930518,-0.272457897530032,-0.0897964559893438,NaN,0,0,0,0
1995-08-31,1995,8,0.525944840514381,-0.697839538146194,-1.17265187403195,-1.11795462846978,-4.68717691296732,0.537119061858249,0,0.248139085138543,0.238095350574152,0.122925645472982,-0.870411684832284,-0.217627942259568,NaN,0,0,0,0
1995-09-30,1995,9,-1.48621651185294,-2.05171682340488,1.94684928939353,3.58857164507036,3.4984556345627,0.61047222956816,1.60470255975174,0.12383902511468,0.118835426937913,0.122774723832197,0.113259457135939,-2.2167847743086,1.03597828305375,0,0,0,0
1995-10-31,1995,10,-1.62631318865278,1.34897324265912,-2.60431385360205,-4.60552956203335,-4.43158837745115,-2.46164363594588,-2.1946747724706,0,0.237248035363002,0,-1.7454158131903,0.799253995763216,NaN,0,0,0,0
1995-11-30,1995,11,4.03564342969691,3.60149726807091,0.657464564208521,5.68428867493305,2.16391751034815,1.42350103893989,0.295421189743106,0.12368585373963,0.118413276121654,-0.122774723832197,0.180846740616669,3.6366648337939,NaN,0,0,0,0
1995-12-31,1995,12,0.254227229310455,-13.7621377876047,0,-11.5304885632241,1.51747980192356,0.741327880419718,1.60939830732634,0,-0.118413276121654,0.245398896156601,-1.18139256633043,-13.845237057645,-0.540175639148543,0,0,0,0
1996-01-31,1996,1,8.57100688154526,-7.53698019741442,0.392413845613415,5.78939784189023,-2.59358549755335,-13.9154417983054,-1.31484728435058,0,0.118413276121654,-1.48150857851403,0.0747663586230018,-8.67299860181792,NaN,0,0,0,0
1996-02-29,1996,2,0.896494503237388,-9.25362529216001,-0.918039234496071,-5.12932943875501,-1.24418401233664,-9.44999538054461,-2.38106486937184,0.246913705692098,0.118273224904986,0,-0.666558041989074,-9.15713456127563,NaN,0,0,0,0
1996-03-31,1996,3,0.167660741887854,8.74729509650534,0.263158046605572,-3.46855579878902,3.83776950988999,6.97303841912458,1.49479614358725,0.246305543239789,0.118133504583096,-0.12445552322049,-0.117105826850139,8.16887051907305,-3.93824264288547,0,0,0,0
1996-04-30,1996,4,0.131665943513504,14.833248159627,0,-0.933132742888443,-0.604231445596337,9.74043563413929,1.32647486584831,0.24570036930518,0.117994113984832,-0.124610608024689,-0.967166195144209,14.6110945425624,NaN,0,0,0,0
1996-05-31,1996,5,1.24313568604917,1.59192942174915,0.915637528598623,4.64063728141557,0.151400483121567,4.49227695465666,-0.146520172732778,0.122624172324404,0.235571369245946,0.124610608024689,-0.203028578327746,1.30512801458309,NaN,0,0,0,0
1996-06-30,1996,6,1.83073796401469,2.90080473797598,0.389864041565691,1.94984020735633,1.79914897930411,2.77112283789904,0.730463437888762,0.122473989589622,0.235017734495369,-0.124610608024689,-0.424304777786588,2.44707845316814,6.09458209683602,0,0,0,0
1996-07-31,1996,7,-3.11921287861043,-3.26038800928155,-1.04303422788723,-1.23640079596887,-0.446761725971623,-1.70316739033254,-1.17131646636537,0,0.117302066236302,-0.124766079815508,-0.691217497993257,-4.07232212983324,NaN,0,0,0,0
1996-08-31,1996,8,1.7107490686203,0.860837453659968,1.30210173029655,2.80392200643931,0.298062813813793,2.00802864931404,0.587373201209385,0.122324174274446,-0.117302066236302,0,0.359005428752113,1.16368147139436,NaN,0,0,0,0
1996-09-30,1996,9,4.6636761912759,1.06572944739884,0.773199728332585,-2.86318126743277,-0.148920355146753,-1.6318770474296,2.60130274638,0.12217472503222,0,0.373832211060687,-0.33331939753074,-0.0269599718919267,2.41206761063637,0,0,0,0
1996-10-31,1996,10,0.597345153769879,-3.5975102458278,-1.29200763651038,-1.19261997951741,1.33236611984708,-1.7234185932935,-1.43680632669199,0.243902559935893,0.234466695925395,0.372439909098254,-1.18843975407845,-4.13468294279902,NaN,0,0,0,0
1996-11-30,1996,11,6.43092818963584,-0.3669728888962,1.42029501779932,-2.3059274148749,-0.738010729762273,2.10717867353445,1.57935802581415,0,0,0.12383902511468,0.871183325060176,-0.53307465894683,NaN,0,0,0,0
1996-12-31,1996,12,1.09026982462304,1.74931574475172,-0.128287381288938,0.916596701408068,-0.296736122780228,-0.18346715100499,0.426439878645724,0,0.233918235317176,0.12368585373963,-1.07063706156314,1.35677824628644,1.24499878188011,0,0,0,0
1997-01-31,1997,1,5.32860109712718,-23.4223493927014,-1.16205310230182,-6.21083862842795,1.47495299260623,-14.512998966163,-2.15062052209634,0.607166406854986,0.349854584251386,0,-0.775569222410422,-21.8497217037998,NaN,0,0,0,0
1997-02-28,1997,2,7.09455408775046,14.3526932456202,1.41846349919561,10.0884493783745,0.146305805176095,9.21917151282265,0.722024797348642,0.12099215027126,0.232558244347469,0.123533060799286,0.166076695660777,14.1573236524465,NaN,0,0,0,0
1997-03-31,1997,3,4.40295731148979,0.866488288572409,1.01911710061886,-9.2505456684898,3.30727482740221,4.38129067291229,2.13531244705694,-0.12099215027126,-0.116211518017728,-0.123533060799286,0.531336993267573,0.795693538948861,-2.27058320192199,0,0,0,0
1997-04-30,1997,4,0.884036224185003,1.24709332541153,-0.380952841666815,-3.66053941066138,0.985229644301189,-2.97701381669313,-0.848661387731831,0,0.116211518017728,0.123533060799286,-1.426158298632,1.26470776165117,NaN,0,0,0,0
1997-05-31,1997,5,3.56109890765115,-0.388048604907798,-1.15164420615592,5.3786853987301,-1.552607052892,-0.226681981758148,0.425230973853008,0.362538161431658,0.116076623596317,0.246609249519292,-2.43512010154054,-0.164300563359987,NaN,0,0,0,0
1997-06-30,1997,6,5.57225996218769,1.23649179709497,3.78833179023017,-1.20598097606326,1.83232751499807,-0.822299667802895,2.51409889581016,0.120554565534903,0.115942041973405,0,3.01503561833174,0.634968236716738,5.80651782957844,0,0,0,0
1997-07-31,1997,7,15.6608605711437,0.68886609951857,1.10906866941578,-1.67421811430728,-0.139762426663825,-1.0901993348007,1.91262660935276,0.360794137619891,0.807852056520186,0.246002584086291,1.01116621664508,0.515819847665,NaN,0,0,0,0
1997-08-31,1997,8,-11.682021374561,-2.70600198589648,-3.36480341182321,2.6275141801797,0.835659459094185,-0.9495819917543,-2.18886987894376,0.359497091785865,0.11487652038733,0.367872885746223,-3.00211814553837,-2.5251647355363,NaN,0,0,0,0
1997-09-30,1997,9,5.82478959142918,1.40080111561112,0.883286499850833,-1.98026272961798,2.05909814439273,-0.469581810565245,1.23712918025474,0,0,0,0.951752792530236,0.93839165598002,1.31795835874122,0,0,0,0
1997-10-31,1997,10,-10.1554646242391,-0.775799081093975,1.49628726767128,0.0644953263246428,-0.681665897909767,0.60305341180289,0,0.119545740477367,0.114744705647674,0,1.07423767911818,-0.848602169877211,NaN,0,0,0,0
1997-11-30,1997,11,5.65585660438614,-1.01762130604524,0.370599559431728,-4.55073573205071,-0.824180489510429,-1.353208936359,1.62605208717803,0.119402999260743,0.229095174655569,0,-0.37730927050541,-1.30212292430247,NaN,0,0,0,0
1997-12-31,1997,12,6.15636138436706,-0.315209086831469,1.10362861428861,3.57891078515857,1.91262660935276,-1.55667425366985,1.2024192966801,0.119260598512394,0.114351070207963,0.122324174274446,0.40358012314563,-0.27972046210607,2.79721419638825,0,0,0,0
1998-01-31,1998,1,5.03704651346943,-1.35083500247921,0.970881412696034,-1.11294111118445,1.21050570262753,3.83296761266863,-1.87673068516911,-0.477898161635082,-0.228833051801214,-0.244798163864068,-1.23338714456871,-2.05234567841703,NaN,0,0,0,0
1998-02-28,1998,2,5.50312569056395,-2.10193672240759,-0.241838086428103,3.87395116598688,-0.805373480709726,-1.99284079951703,0.942767925555899,0.119688823384578,0.114481981593251,0,1.05811762287997,-2.24959142075178,NaN,0,0,0,0
1998-03-31,1998,3,8.24459361268683,2.97808728926485,1.32292969684968,0.189813407195771,2.0014010270069,15.5698037839688,1.7276177191869,0,0,0,-0.087750093380734,2.31497117044661,2.95076191679264,0,0,0,0
1998-04-30,1998,4,2.78550211810948,-2.97808728926485,-0.960391535418026,-0.253164692177954,-0.264550418842457,-20.8689841495755,-1.45987994211527,0.119545740477367,0.114351070207963,-0.368324541629583,0.0965208691614983,-3.16497736472563,NaN,0,0,0,0
1998-05-31,1998,5,5.85004370771287,1.7814236275127,0.481348703154794,-1.91944472561474,-1.46767144159323,-1.12592814485772,1.06383982050557,0.476758948347289,0.228310601456805,0,-0.263458482063683,1.57543029478333,NaN,0,0,0,0
1998-06-30,1998,6,4.99874803975402,0.79936476807454,-0.602048778158348,0.643917228102087,0.134318354646723,1.10035884094195,1.05264129869873,0,0.113960126293389,-0.123076938613309,-0.220080197990136,0.801310119361176,-1.51605574306615,0,0,0,0
1998-07-31,1998,7,0.330852730808928,0,2.03234729719144,5.25120635816805,0.134138182420163,2.06003993079662,-0.262123347987409,0.118835426937913,0.113830405006077,-0.12322860462648,0.912367062235031,-0.276552824864318,NaN,0,0,0,0
1998-08-31,1998,8,-19.738952828326,-1.44348937836023,-2.27418538361954,-5.63705892692097,-3.13163780449965,-1.46903971065164,-1.32102317368066,0,0,-0.123380644892812,-1.3716912511236,-1.42699333380971,NaN,0,0,0,0
1998-09-30,1998,9,-8.23581005193645,-0.242620418246364,-0.729043326267931,5.8195962456308,2.99749962207949,-0.725721571542337,-0.935210557028032,0,0,-0.123533060799286,-0.0708528946477216,-0.737215298085481,1.17003496024282,0,0,0,0
1998-10-31,1998,10,5.70386817091002,-1.38608007922354,0.729043326267931,-6.07766090497996,-3.69146493313357,-0.191449130617372,0.401875959491793,0.118694375952799,0.113700978707509,-0.495663963992854,0.494919260341664,-1.57442358993816,NaN,0,0,0,0
1998-11-30,1998,11,6.90086236588794,-1.32233331746896,-1.34066602801157,2.10937830597997,-0.979713924498338,-1.27471893779294,-1.88939493599616,0,0.113571846392713,-0.498133035020398,-0.849938715502141,-1.5594167066574,NaN,0,0,0,0
1998-12-31,1998,12,-0.390130640635711,-2.52751449581945,0.489597061220692,-4.06638792538967,2.91080841580715,-1.898351365843,2.4227295335324,0,0.113443007061154,0,0.62929522984474,-2.98007389041715,-0.0865519856237285,0,0,0,0
1999-01-31,1999,1,3.41100320510392,9.12685141129481,1.57483569681389,8.21687525138417,-1.37553750684853,-58.7275311690073,-0.80107237460787,-0.714288751238001,-0.682596507039968,-0.500626827814443,0.352796273490874,8.94410261692133,NaN,0,0,0,0
1999-02-28,1999,2,-5.48180127478002,-11.9829520802724,-1.94180858571018,0.24242436115065,0.138408326593797,-5.74353550032196,-1.757989831711,0,0.114090143579126,-0.125549294583216,-2.06376298021391,-12.6982514849296,NaN,0,0,0,0
1999-03-31,1999,3,-0.792081737390582,11.4362892585357,0.610875448832182,-6.37317441676313,0.551725537475445,0.680087130477425,3.22175515507981,0.357782134788387,0.227790531299465,0,0.206509613233319,10.9825563997589,3.0611844365783,0,0,0,0
1999-04-30,1999,4,9.6923833592097,-2.37729103525028,0.728158557126246,2.86188053056522,0.685403642779292,5.28298030781684,-2.13626281413619,0.593473551981472,0,0.376175992189154,0.661543624868433,-2.54044924304662,NaN,0,0,0,0
1999-05-31,1999,5,-5.59834086215876,0.0801603249336758,0.602774579751753,1.24612204378121,0.544960476756451,-1.60021806956809,1.20725812342686,-0.118413276121654,0,-0.125234831646548,-1.23724009658446,-0.0641039735679527,NaN,0,0,0,0
1999-06-30,1999,6,5.93506054727424,-0.40144574186618,0.12012013456344,-3.59320092260633,3.07716586667537,-0.197292544915229,1.58733491562906,0,-0.113830405006077,0.250313021811799,-0.207703149578808,-0.496659145774458,0.515076796143532,0,0,0,0
1999-07-31,1999,7,-5.28060849864627,1.04042555174324,0.717706430036369,2.84739261788598,0.656601177089033,0.815143270632745,0.65402456806094,0.236686501026639,0.341103230106299,0.374298627883451,1.16834257906939,0.828151162036761,NaN,0,0,0,0
1999-08-31,1999,8,3.25693036077546,-1.36274653990016,0.948998818484803,-2.84739261788598,4.22868896236945,-2.2527482132416,0.64977486575204,0,-0.113571846392713,0.12445552322049,-0.304250793984373,-1.4418048469981,NaN,0,0,0,0
1999-09-30,1999,9,-2.32127461634679,0.0806776969940692,-0.354820005609735,-2.93085126423378,-1.51709610078061,2.01971020806262,1.79722424044302,-0.118273224904986,-0.227531383713586,0.124300823959711,-0.494138735120764,-0.428151815443911,4.35157875365348,0,0,0,0
1999-10-31,1999,10,7.03919056687603,1.04292962969854,0.943403223335881,1.18266818693282,0.761424998524518,-0.498316660457654,-0.382409643840287,0.236406729488081,0.227531383713586,0.248139085138543,1.11062494045138,1.00295511803505,NaN,0,0,0,0
1999-11-30,1999,11,6.492532050218,-1.69018108026027,0,-8.16224438048696,1.25629793007054,-1.73108382204283,0,0.235849165929292,0.227014853453866,0.12383902511468,-1.17369084641119,-2.11343978152172,NaN,0,0,0,0
1999-12-31,1999,12,16.5631271201701,0,0.117302066236302,3.07072277527789,0.498133035020398,0.362827566990021,2.3975911875711,0.117716317301486,0,0.12368585373963,1.91026071154985,-0.380463973757195,4.51457774744846,0,0,0,0
2000-01-31,2000,1,-1.77679528135233,0.162206037186774,-0.824018788545544,3.51150190209024,-3.92704038288363,2.32570595014483,-2.52538673212035,0.11757790890119,-0.113443007061154,0.493219248931887,-1.4875792063112,-0.560220468146611,NaN,0,0,0,0
2000-02-29,2000,2,11.1848686011589,5.82383275518108,2.45196171743185,-3.23696501037096,5.89512358627013,3.33352099894935,2.40062065230484,0.117439825594179,0,-0.246305543239789,-0.0359034201864894,5.87788427134583,NaN,0,0,0,0
2000-03-31,2000,3,-0.592495119801839,-5.98603879236785,0.115273787980819,3.8324017679531,2.28787823849306,-2.45379528803138,1.11733005981254,0.234466695925395,0,0.12322860462648,0.268961969563719,-5.78687340746864,4.29820003460648,0,0,0,0
2000-04-30,2000,4,-2.4606156310881,-0.81500043619247,1.25931830248271,-2.33577519345181,0.947874395454384,-3.98066528780472,0.61538655743778,-0.117164629689093,0,0.368777307918489,0.107382560654123,-0.88356667234919,NaN,0,0,0,0
2000-05-31,2000,5,-4.20060243650866,0.163532334073047,2.36098656391333,-1.77116346622057,0.235571369245946,0.0328212348920331,2.54404998438389,0,-0.113571846392713,0.367422336188472,0.837197622351127,0.0541336563987471,NaN,0,0,0,0
2000-06-30,2000,6,-3.01938662604719,-4.3412492935313,-2.24728558520582,-4.85839998557447,2.0955365175988,-4.20856114965407,0.715140115762569,0.351082865006269,0.113571846392713,0.366077284968114,-2.92484291262323,-4.39153027798422,4.33463140608019,0,0,0,0
2000-07-31,2000,7,4.14806950378388,1.01868453069924,1.69018108026027,1.29034048359085,0,-1.90533609923591,0.118694375952799,0,0.226757466778071,0.728158557126246,2.24850323380466,0.932999212454355,NaN,0,0,0,0
2000-08-31,2000,8,0.362052221430176,0.0844238125281116,0.889883514212997,-5.64045502535491,0.459770924862912,0.803242886146371,1.64709605959246,0,-0.113314459716918,0.362100576695301,0.871271514423544,-0.00759669164445143,NaN,0,0,0,0
2000-09-30,2000,9,-5.97170486771681,-2.21852102294804,0.110680697519161,3.26196452301062,-0.459770924862912,-0.84903260380198,-0.23364496610192,0.466201310581127,0,0.839836969883123,-1.24701001337488,-2.18892241685662,-0.493015674575048,0,0,0,0
2000-10-31,2000,10,4.02661314824453,-2.7111411281747,-0.221484032955299,-0.36536394315787,0.230149698827908,-3.00647897168478,0.350263055120159,0.232288141614045,0.33955890011379,0.357782134788387,-0.368159173078553,-2.67461635077826,NaN,0,0,0,0
2000-11-30,2000,11,-10.4947060037444,4.16726964005676,0.662985853866971,-0.661038029586614,0.344234419097322,2.07987575114981,0.465117117573133,0.115942041973405,0,0.711746776886457,-0.44178045976091,3.83456991196685,NaN,0,0,0,0
2000-12-31,2000,12,0.957059818053096,-0.511510066677001,0.767968667422814,4.25596144187956,1.59094264699773,1.03012564985097,0.34742362681861,0.231481584845206,0.563381771825622,-0.118273224904986,0.926390579846093,-0.587945478159568,-0.0822283896408038,0,0,0,0
2001-01-31,2001,1,5.46718807322115,-3.12525435041042,-0.328407520119001,-3.9616271602199,-3.44070637118001,0.835303195217918,-0.231481584845206,-0.231481584845206,-0.224971973401544,0.354400843472913,0.838018633457693,-3.64119683522262,NaN,0,0,0,0
2001-02-28,2001,2,-9.0330191317868,2.61111440036856,1.09052334822621,0.659101617070501,0.465658582995054,1.88876226708743,1.38091952741872,0.577702357692278,0.33726844786397,0,-0.40921683295414,2.25246784102957,NaN,0,0,0,0
2001-03-31,2001,3,-6.28690221750379,-8.70113769896301,-1.64027734414569,-1.10092855083694,-0.933495693605124,-5.67239588213422,-0.68807610922228,0,0,0.235571369245946,0.160327815585237,-9.21425870157648,5.83713608477581,0,0,0,0
2001-04-30,2001,4,7.18918782012423,-0.941626543151575,-1.77980226443273,2.8375858006668,-3.45890175822072,-4.34574314602738,-1.39052066676122,0.345026219215239,0.224215340568978,0.469484430420763,-2.23191410089703,-1.49624412985219,NaN,0,0,0,0
2001-05-31,2001,5,-2.28057394211376,5.07254889402899,1.11608301375279,2.19945013822818,3.22415986639024,2.75730315275933,0.581735206591372,0.572411408388884,0.335383209843076,0.233918235317176,0.924003312924881,4.41277826547548,NaN,0,0,0,0
