date,year,quarter,month,day,y_d_1,y_d_2,y_d_3,y_d_4,y_d_5,y_d_6,y_d_7,y_d_8,y_d_9,y_d_10,y_q_1,Xi_qd,W_qd_c,W_qd_p,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q,ind_sample
1992-02-16,1992,1,2,16,0.00026901399046812,-0.000998805305999548,-0.000830247494222938,-0.000581141203918319,-0.00029521911909922,-0.000317485703847409,-0.000768432136868254,1.88534070505292e-05,-0.000157729074742482,-0.000241245972202134,NaN,1,0.494505494505495,0.505494505494505,0,0,0,0,1
1992-02-17,1992,1,2,17,0.000311337931999134,-0.000847884960439871,-0.00147979272457014,-0.000618689527690847,-0.000411270090706772,-0.000591542247660871,-0.000540117266915646,1.36355071559941e-05,0.000366943315170605,-0.00025303292120205,NaN,1,0.483516483516484,0.516483516483517,0,0,0,0,1
1992-02-18,1992,1,2,18,0.000257337300959487,-0.00100835224674013,-0.00145975434565278,-0.000896060195828602,-0.000425152537492809,-0.000579504995062909,-0.000521228305599901,1.42751212604656e-05,0.000187424348965393,-0.000255833979774651,NaN,1,0.472527472527473,0.527472527472527,0,0,0,0,1
1992-02-19,1992,1,2,19,0.000163124539865338,-0.000718271628205848,-0.00136116469143997,-0.000766000584325613,-0.000478224451585359,-0.000454428800689233,-0.000473658169143052,-0.000102075247613846,-0.000593317655974878,-0.000249626598948503,NaN,1,0.461538461538462,0.538461538461538,0,0,0,0,1
1992-02-20,1992,1,2,20,0.000179916406441882,-0.0010071570653171,-0.00140171099134868,-0.000466239488280144,-0.000524621670640543,-0.000525091412853024,-0.000568540415807315,-0.000103620682544109,-0.000822533390448636,-0.000279507977111601,NaN,1,0.450549450549451,0.549450549450549,0,0,0,0,1
1992-02-21,1992,1,2,21,0.000185189458772006,-0.00096377613735095,-0.00102935514977875,-0.000391911241330854,-0.000514633593118227,-0.000521153535798778,-0.000394655125671392,-7.98658355255387e-05,-0.000821658306602715,-0.000222433632267041,NaN,1,0.43956043956044,0.56043956043956,0,0,0,0,1
1992-02-22,1992,1,2,22,0.000204518535838765,-0.000763240064508147,-0.00096260650589557,0.000180907744005861,-0.000489996841811091,-0.000447722973333165,-0.000340187035172285,-5.22025868391364e-05,-0.000807125792479805,-0.000199070373012833,NaN,1,0.428571428571429,0.571428571428571,0,0,0,0,1
1992-02-23,1992,1,2,23,0.000268853343867364,-0.000694234869330541,-0.000957745040593882,0.000332872458593802,-0.000218088756830842,-0.000467988680990789,-0.0003588954602072,5.27527058905358e-05,-0.000446959002576518,-0.00018569037900209,NaN,1,0.417582417582418,0.582417582417582,0,0,0,0,1
1992-02-24,1992,1,2,24,0.000266281534082942,-0.000791494805020473,-0.000844306505414252,0.000324860299163758,-0.000140119071274135,-7.47986205921996e-05,-0.00038562915120334,2.92303182327584e-05,0.000375969724367585,-0.000216185628469861,NaN,1,0.406593406593407,0.593406593406593,0,0,0,0,1
1992-02-25,1992,1,2,25,-2.2949080150128e-06,-0.000898983594457323,-0.000451149065758502,0.00040404275210084,-7.56584779571657e-05,-0.000218338218924813,-0.000398684324885999,4.74711221887237e-05,0.000377330590283431,-0.000219311859709474,NaN,1,0.395604395604396,0.604395604395604,0,0,0,0,1
1992-02-26,1992,1,2,26,-0.000185951750395106,-0.00097562510147756,-0.00120656275323223,0.000391018747344769,5.7757022963043e-06,-0.000233560430289968,-0.000338874058387336,-4.01790937916259e-05,0.00040129907180566,-0.000210838064934925,NaN,1,0.384615384615385,0.615384615384615,0,0,0,0,1
1992-02-27,1992,1,2,27,-0.000290985054022819,-0.0009214778253347,-0.00102616857900512,0.000449846325679301,0.000164981072231652,-3.15609546754725e-05,-0.000200108834303584,-4.19152613534337e-05,0.000376128010035241,-0.000208721594148685,NaN,1,0.373626373626374,0.626373626373626,0,0,0,0,1
1992-02-28,1992,1,2,28,-0.000245607143720988,-0.00101544635208265,-0.000948790590267625,0.000495654090952758,0.000184329779918416,0.00040314985505,-6.40631537726006e-05,-5.20739734424983e-05,0.000308110678229067,-0.000209156176800903,NaN,1,0.362637362637363,0.637362637362637,0,0,0,0,1
1992-02-29,1992,1,2,29,-0.000258461529567549,-0.00087743024829013,-0.000960533649780406,0.000527678126091446,0.000170215712887734,0.000471189131814021,0.000315749714413492,-2.49398666846222e-05,0.000760097633414381,-0.000243855277618314,NaN,1,0.351648351648352,0.648351648351648,0,0,0,0,1
1992-03-01,1992,1,3,1,-0.000206717519436891,-0.00110570938307302,-0.00110163694073346,0.000541563549531371,0.000139756596765798,0.000495641255850362,0.000407590837784918,-2.70764367216927e-05,0.000687043101948946,-0.000243975771327395,NaN,1,0.340659340659341,0.659340659340659,0,0,0,0,1
1992-03-02,1992,1,3,2,-0.000182563318573064,-0.000995734579638527,-0.00109522855880352,0.000574200173740389,0.000133961900900786,0.000676554687521897,0.000348777084436555,-2.80198184936978e-05,0.00073872288791039,-0.000248721254796527,NaN,1,0.32967032967033,0.67032967032967,0,0,0,0,1
1992-03-03,1992,1,3,3,-0.000313814586083756,-0.00110017511496799,-0.00102978073435884,0.000927764691268689,0.000108141304965366,0.000713537787098877,0.000316612071618655,2.6547810145224e-05,0.000339105382879812,-0.000248567361584453,NaN,1,0.318681318681319,0.681318681318681,0,0,0,0,1
1992-03-04,1992,1,3,4,-2.74056865758968e-05,-0.000880927613347771,-0.000881920059669136,0.000930308924256752,0.000109072591579556,0.000893680685552255,0.00038074344014854,2.6198307432459e-05,0.00043613149872353,-0.000250449830812947,NaN,1,0.307692307692308,0.692307692307692,0,0,0,0,1
1992-03-05,1992,1,3,5,-3.23224397692165e-05,-0.000790050688988901,-0.000544633568950025,0.0010056351833974,-5.81547652364556e-05,0.000825124172267351,0.000415841428196559,7.08085206032009e-05,0.000802215586335458,-0.000249203368718838,NaN,1,0.296703296703297,0.703296703296703,0,0,0,0,1
1992-03-06,1992,1,3,6,-2.41407670592358e-05,-0.00042505720494846,-0.000340922028596628,0.00108444564986125,-2.22437488364633e-05,0.000853071880657905,0.000491354411928826,5.23797226115336e-05,0.00079918987133267,-0.000230335396159519,NaN,1,0.285714285714286,0.714285714285714,0,0,0,0,1
1992-03-07,1992,1,3,7,5.2911785416428e-05,-0.000524431304654556,-0.000371377552314474,0.000995845661349956,4.73208309366046e-05,0.000825704724887015,0.00051669606989111,8.09684408490989e-05,0.000862550938513843,-0.000217564813105255,NaN,1,0.274725274725275,0.725274725274725,0,0,0,0,1
1992-03-08,1992,1,3,8,4.30354060163779e-05,-0.000468721022819992,-0.00035912656884725,0.00103735845873281,9.99617150551283e-05,0.000826074177581523,0.000646078040427713,0.000159515387447744,0.000939244673358259,-0.000211593129084648,NaN,1,0.263736263736264,0.736263736263736,0,0,0,0,1
1992-03-09,1992,1,3,9,0.000106028296300841,-0.000370787459430237,-0.000401052955890429,0.000998147202659522,9.69425439583706e-05,0.000824960091334609,0.000718940270111746,0.000137269603568738,0.000944122125559582,-0.000233460446731263,NaN,1,0.252747252747253,0.747252747252747,0,0,0,0,1
1992-03-10,1992,1,3,10,0.000210624822835541,-0.000548869635161003,-0.000134186415294022,0.0008679599257104,0.000104156666189543,0.000266845025779081,0.000762083745000331,0.000121487678884733,0.000837214241520923,-0.000225475328598441,NaN,1,0.241758241758242,0.758241758241758,0,0,0,0,1
1992-03-11,1992,1,3,11,0.000251367274094942,-0.00039434758192607,-0.000139778542353025,0.00100228621350027,0.000154831909222616,0.000151823990312691,0.000810974514400213,0.000122796698862269,0.000554131203708096,-0.000229902096686623,NaN,1,0.230769230769231,0.769230769230769,0,0,0,0,1
1992-03-12,1992,1,3,12,0.000290299452804526,-0.00031548596212867,-0.000136152858891648,0.00100570673758468,0.000163495539677411,0.000343718493861508,0.000774521822886049,0.000146316377043806,0.00052008713232033,-0.000230008836589669,NaN,1,0.21978021978022,0.78021978021978,0,0,0,0,1
1992-03-13,1992,1,3,13,0.000301810569743119,-0.000117485656472822,-0.000133409665841707,0.00106566972403452,0.000161064303179638,0.000345574157613955,0.000842956143082175,0.000184721266919977,0.000506801882010229,-0.000109724714735061,NaN,1,0.208791208791209,0.791208791208791,0,0,0,0,1
1992-03-14,1992,1,3,14,0.000243926488744364,0.000120560933711118,-0.000278215798666638,0.00138080828820789,0.000130255978035959,0.000424527220955033,0.000970332132956902,0.000184540888279181,0.000395246194804831,-9.59975099119241e-05,NaN,1,0.197802197802198,0.802197802197802,0,0,0,0,1
1992-03-15,1992,1,3,15,0.000312748234799146,-2.66770704179559e-05,-0.000597248748881038,0.00169895130051024,0.000149662793622477,0.000427462930148598,0.000956751358908787,0.00016859133232313,0.000831676256733904,-9.64178480257062e-05,NaN,1,0.186813186813187,0.813186813186813,0,0,0,0,1
1992-03-16,1992,1,3,16,0.000306425519315869,-2.89281401694399e-05,-0.000208600827131225,0.00163651850541256,0.000201544344410926,0.000303146196703684,0.00101706764229881,0.000238900694579079,0.000925346112682436,-9.3011147405793e-05,NaN,1,0.175824175824176,0.824175824175824,0,0,0,0,1
1992-03-17,1992,1,3,17,0.000439937750529882,0.000159638275760287,-0.000196270592270002,0.00170105564257634,0.000214829767801878,-6.02947277093405e-05,0.00108057207132568,0.000225588634504935,0.000936388049419379,-0.000238239961329293,NaN,1,0.164835164835165,0.835164835164835,0,0,0,0,1
1992-03-18,1992,1,3,18,0.000331762914080243,-1.34709824813805e-05,0.000452933152571886,0.00161084366609312,0.000235102021800541,-0.00015862720774019,0.00100944358104869,0.000207584818761862,0.000390351926877165,-0.000206135100644016,NaN,1,0.153846153846154,0.846153846153846,0,0,0,0,1
1992-03-19,1992,1,3,19,0.000325028163117769,0.000267157944889491,0.000498880778947138,0.00165843712100539,0.000274102350748387,-0.000207445877464073,0.000928371813324448,0.000202767976083724,0.000743989727898806,-0.000210143922862628,NaN,1,0.142857142857143,0.857142857142857,0,0,0,0,1
1992-03-20,1992,1,3,20,0.000299842229456761,0.000148403935655706,0.000338554902218324,0.00156954796323872,0.000261408312647514,-0.000329330719359589,0.000700766529611903,0.000202052088815481,0.00143973663338483,-0.000223839177246285,NaN,1,0.131868131868132,0.868131868131868,0,0,0,0,1
1992-03-21,1992,1,3,21,0.000277347241729975,0.000462662242670639,0.00016112670045324,0.00116277933375435,0.000308759487493067,-0.000256117870713911,0.000795614555681878,0.000202030835398193,0.00161895294494798,-0.00020429631075378,NaN,1,0.120879120879121,0.879120879120879,0,0,0,0,1
1992-03-22,1992,1,3,22,0.000273945343967914,0.000397665619379743,-0.000218832655308065,0.00118318890856022,0.000313202468625273,-8.51468653131539e-05,0.000642467262441721,0.000179244015959486,0.00162698170194315,-0.000100259791340801,NaN,1,0.10989010989011,0.89010989010989,0,0,0,0,1
1992-03-23,1992,1,3,23,0.000256738292958418,5.8455307531212e-05,-0.000136325890110564,0.00051256108056559,0.000206823385133623,-0.000157669654552502,0.00054513062621365,9.88869988454576e-05,0.0016006712554596,-0.000123456242407318,NaN,1,0.0989010989010989,0.901098901098901,0,0,0,0,1
1992-03-24,1992,1,3,24,5.50871741305834e-05,4.35889508947098e-05,0.000103358541530831,0.000268892357974419,-4.1945684122417e-05,-3.43516460381498e-05,0.000437784486272081,-1.29361239559524e-05,0.00127438806229733,-0.000141636975152173,NaN,1,0.0879120879120879,0.912087912087912,0,0,0,0,1
1992-03-25,1992,1,3,25,2.31163156668208e-05,0.000125637555691668,2.66727137284662e-05,0.000223023578387622,-9.72171688631203e-05,-0.000311612091273504,0.00037570392495497,-0.000126558122328805,0.000478332084206423,-0.000101393418571489,NaN,1,0.0769230769230769,0.923076923076923,0,0,0,0,1
1992-03-26,1992,1,3,26,1.45658838215831e-05,0.000136526409742369,-0.000393390852307668,0.000138799780311186,-4.21129116695514e-05,-0.000429932166702782,0.000409047818987942,-0.000142439683337659,0.000476506586762559,-9.947251421085e-05,NaN,1,0.0659340659340659,0.934065934065934,0,0,0,0,1
1992-03-27,1992,1,3,27,3.7394850542769e-05,0.000398456534881115,-0.000138393258150199,-4.23462344890455e-05,3.14725707563684e-05,1.0997958506605e-05,0.000422061952108976,-7.75375391022265e-06,0.000386592571454032,-8.90748513195158e-05,NaN,1,0.0549450549450549,0.945054945054945,0,0,0,0,1
1992-03-28,1992,1,3,28,-3.53735265939254e-06,0.000459604659731404,0.000454071998228087,7.82960051239706e-05,-9.85055168581372e-05,-4.83769398161172e-05,0.000325531418197733,-7.44486917487455e-07,0.000391786487740098,-8.96312388989467e-05,NaN,1,0.043956043956044,0.956043956043956,0,0,0,0,1
1992-03-29,1992,1,3,29,-2.93203761591916e-05,0.0006696921965799,0.00136583965387554,0.000104225979785061,-9.92163202091119e-05,-0.000233069289285972,0.000272686808472113,1.13505531740486e-05,0.000385224014167056,-8.59443795622197e-05,NaN,1,0.032967032967033,0.967032967032967,0,0,0,0,1
1992-03-30,1992,1,3,30,-5.63353409964325e-05,0.000753793058880074,0.00137465565855925,0.000139270688791416,-5.771742161857e-05,-0.000141737355679683,-2.92908240223769e-06,9.9210413129836e-05,-0.000285611062254562,-9.20547325335773e-05,NaN,1,0.021978021978022,0.978021978021978,0,0,0,0,1
1992-03-31,1992,1,3,31,-2.83729471824718e-05,0.000534990390496413,0.00151606910541498,0.000143378776718632,-4.68710377717878e-05,-9.92809673208543e-05,2.93965168712239e-05,8.45152947230688e-05,-0.000338266479489323,-0.000106893272838739,6.66267734624491,1,0.010989010989011,0.989010989010989,0,0,0,0,1
1992-04-01,1992,2,4,1,-2.55937736326472e-05,0.000361793094759081,0.00188183313099872,0.000334037270591827,-3.79388245663009e-05,-0.000137451521707134,0.000116979180138748,7.47644770725234e-05,-0.000336641781555672,-0.000109418984580353,NaN,0,1,0,0,0,0,0,1
1992-04-02,1992,2,4,2,-3.81344858492948e-06,0.000467478538986184,0.00180983564406595,-4.63163530042057e-05,-4.95046994307458e-05,-0.000183984344710721,0.000191427367082506,4.27838445977086e-05,-0.000328494833732305,-0.000119204752532959,NaN,1,0.989010989010989,0.010989010989011,0,0,0,0,1
